---------------------------- PROCESS STARTED (31142) for package com.example.bottleneckreader ----------------------------
2026-06-12 12:14:52.261 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  timestampNs,detected,s0,s1,s2,s3,s4,event
2026-06-12 12:14:58.743 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903361438082,1,1.3209,-0.1321,1.3194,-0.0502,1.3194,10101
2026-06-12 12:14:58.790 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903394763499,1,0.6510,1.3207,0.6120,0.1292,1.3194,
2026-06-12 12:14:58.816 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903428089124,1,0.2138,1.3201,0.1187,0.1438,1.3191,
2026-06-12 12:14:58.851 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903461414541,1,0.1717,1.3218,0.1101,0.1472,1.3200,01001
2026-06-12 12:14:58.886 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903494739957,1,1.3485,1.3209,1.3183,1.2963,1.3213,
2026-06-12 12:14:58.920 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903528065582,1,1.3213,-0.0253,1.3206,1.3213,0.2244,
2026-06-12 12:14:58.948 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903561390999,1,1.3224,-0.0505,1.3214,1.3222,0.2316,10110
2026-06-12 12:14:58.976 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903594716624,1,1.3231,-0.1256,1.3218,1.3218,0.1985,
2026-06-12 12:14:59.013 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903628042041,1,1.3230,-0.1981,1.3212,1.3211,0.1959,
2026-06-12 12:14:59.055 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903661367457,1,0.4583,0.3564,0.5157,0.4156,0.4132,
2026-06-12 12:14:59.080 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903694693082,1,0.4492,0.2979,0.3891,0.4504,0.4150,
2026-06-12 12:14:59.115 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903728018499,1,0.4518,0.3103,0.4069,0.4196,0.3892,00000
2026-06-12 12:14:59.153 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903761344124,1,0.4248,0.2814,0.3118,0.1214,1.3212,
2026-06-12 12:14:59.184 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903794669541,1,0.3880,0.3204,0.3436,0.1141,1.3211,00001
2026-06-12 12:14:59.218 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903827994957,1,0.3952,0.3000,0.3653,0.1036,1.3211,
2026-06-12 12:14:59.245 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903861320582,1,0.4053,0.2520,0.2776,1.3356,1.3210,
2026-06-12 12:14:59.290 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903894645999,1,0.3782,0.4261,0.2288,1.3208,1.3211,00011
2026-06-12 12:14:59.315 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903927971624,1,0.3760,0.3892,0.2048,1.3211,1.3214,
2026-06-12 12:14:59.346 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903961297041,1,0.3860,0.3386,0.1435,1.3217,1.3214,
2026-06-12 12:14:59.398 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111903994622457,1,0.3674,0.2647,1.3053,1.2854,1.3213,
2026-06-12 12:14:59.427 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904027948082,1,0.3804,0.1155,1.3203,1.2321,1.3207,00111
2026-06-12 12:14:59.446 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904061273499,1,0.3664,0.1187,1.3212,1.2352,1.3216,
2026-06-12 12:14:59.483 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904094599124,1,0.3700,0.1089,1.3216,1.2364,1.3217,
2026-06-12 12:14:59.513 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904127924541,1,0.2341,1.3220,1.2438,1.2353,1.3215,
2026-06-12 12:14:59.551 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904161249957,1,0.1408,1.3212,1.2373,1.2347,1.3214,01111
2026-06-12 12:14:59.582 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904194575582,1,0.1427,1.3209,1.2395,1.2353,1.3217,
2026-06-12 12:14:59.611 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904227900999,1,0.1696,1.3215,1.2378,1.2359,1.3221,
2026-06-12 12:14:59.653 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904261226624,1,1.3203,1.2415,1.2327,1.2329,1.3205,
2026-06-12 12:14:59.682 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904294552041,1,1.3201,1.2402,1.2375,1.2314,1.3205,11111
2026-06-12 12:14:59.719 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904327877457,1,1.3208,1.2411,1.2386,1.2395,1.3204,
2026-06-12 12:14:59.745 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904361203082,1,1.3207,1.2416,1.2380,1.2375,1.3198,
2026-06-12 12:14:59.774 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904394528499,1,1.3207,1.2431,1.2336,1.2559,1.3172,
2026-06-12 12:14:59.822 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904427854124,1,1.3201,1.2441,1.2328,1.3176,0.2673,
2026-06-12 12:14:59.846 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904461179541,1,1.3198,1.2432,1.2343,1.3176,0.2616,11110
2026-06-12 12:14:59.887 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904494504957,1,1.3210,1.2504,1.2347,1.3193,0.2279,
2026-06-12 12:14:59.922 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904527830582,1,1.3211,1.2505,1.2973,0.9284,0.4264,
2026-06-12 12:14:59.959 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904561155999,1,1.3210,1.2533,1.3181,0.1328,0.4364,
2026-06-12 12:14:59.975 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904594481624,1,1.3200,1.2452,1.3187,0.1213,0.4132,11100
2026-06-12 12:15:00.023 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904627807041,1,1.3194,1.2555,1.3180,0.1053,0.4039,
2026-06-12 12:15:00.049 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904661132457,1,1.3187,1.3185,0.2463,0.3582,0.3893,
2026-06-12 12:15:00.082 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904694458082,1,1.3195,1.3191,0.1550,0.3399,0.4307,11000
2026-06-12 12:15:00.119 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904727783499,1,1.3197,1.3195,0.1141,0.3304,0.4286,
2026-06-12 12:15:00.153 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904761109124,1,1.3193,0.8100,0.3209,0.3416,0.4467,
2026-06-12 12:15:00.180 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904794434541,1,1.3191,0.1129,0.4333,0.3404,0.4263,
2026-06-12 12:15:00.214 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904827759957,1,1.3191,0.1084,0.4278,0.3756,0.4618,10000
2026-06-12 12:15:00.251 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904861085582,1,1.3199,0.1105,0.4114,0.3630,0.4346,
2026-06-12 12:15:00.284 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904894410999,1,1.3171,0.1905,0.1578,1.3171,0.3079,
2026-06-12 12:15:00.313 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904927736624,1,0.4209,0.3616,0.1710,1.3186,0.2006,
2026-06-12 12:15:00.345 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904961062041,1,0.3992,0.3563,0.1558,1.3189,0.2025,00010
2026-06-12 12:15:00.385 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111904994387457,1,0.4198,0.1299,1.3175,1.3182,0.2215,
2026-06-12 12:15:00.415 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905027713082,1,0.3859,0.0985,1.3193,1.3184,0.2251,00110
2026-06-12 12:15:00.452 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905061038499,1,0.3870,0.1455,1.3195,1.3192,0.2196,
2026-06-12 12:15:00.478 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905094364124,1,0.4001,0.1304,1.3195,1.3190,0.2341,
2026-06-12 12:15:00.518 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905127689541,1,0.2932,1.3180,1.2482,1.3208,0.1506,
2026-06-12 12:15:00.549 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905161014957,1,0.2035,1.3180,1.2529,1.3199,0.1395,01110
2026-06-12 12:15:00.586 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905194340582,1,0.1992,1.3187,1.2386,1.3204,0.1543,
2026-06-12 12:15:00.624 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905227665999,1,0.1942,1.3193,1.2373,1.3197,0.1592,
2026-06-12 12:15:00.650 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905260991624,1,1.3177,1.2805,1.2552,1.2660,1.3177,
2026-06-12 12:15:00.681 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905294317041,1,1.3190,1.2592,1.3187,-0.0528,1.3186,
2026-06-12 12:15:00.715 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905327642457,1,1.3199,1.2537,1.3188,-0.0719,1.3201,11101
2026-06-12 12:15:00.753 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905360968082,1,1.3198,1.2536,1.3189,-0.0851,1.3197,
2026-06-12 12:15:00.784 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905394293499,1,1.3194,1.3189,0.2769,0.0737,1.3186,
2026-06-12 12:15:00.817 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905427619124,1,1.3201,1.3189,0.2123,0.0941,1.3189,11001
2026-06-12 12:15:00.854 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905460944541,1,1.3196,1.3187,0.1695,0.1112,1.3186,
2026-06-12 12:15:00.878 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905494269957,1,1.3202,1.3191,0.1363,0.0912,1.3183,
2026-06-12 12:15:00.923 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905527595582,1,1.3197,0.9213,0.3250,0.1144,1.3192,
2026-06-12 12:15:00.948 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905560920999,1,1.3186,0.0863,0.4043,0.1249,1.3196,
2026-06-12 12:15:00.978 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905594246624,1,1.3200,0.1033,0.4011,0.1167,1.3193,10001
2026-06-12 12:15:01.014 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905627572041,1,1.3187,0.1221,1.1255,0.1734,1.3190,
2026-06-12 12:15:01.050 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905660897457,1,0.5411,0.1789,1.3185,0.1013,0.5861,10101
2026-06-12 12:15:01.086 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905694223082,1,0.3833,0.1112,1.3187,0.1585,0.3845,
2026-06-12 12:15:01.109 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905727548499,1,0.3688,0.1129,1.3183,0.1603,0.3881,00100
2026-06-12 12:15:01.142 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905760874124,1,0.1487,1.3173,1.3183,0.1857,0.3770,
2026-06-12 12:15:01.182 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905794199541,1,0.1212,1.3176,1.3176,0.1681,0.3770,01100
2026-06-12 12:15:01.214 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905827524957,1,0.1264,1.3177,1.3173,0.1461,0.3731,
2026-06-12 12:15:01.247 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905860850582,1,0.1470,1.3191,1.3184,0.1308,0.3978,
2026-06-12 12:15:01.281 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905894175999,1,1.3211,1.3199,0.7786,1.3193,1.3192,
2026-06-12 12:15:01.319 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905927501624,1,1.3205,1.3195,-0.0302,1.3194,1.3192,
2026-06-12 12:15:01.346 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905960827041,1,1.3203,1.3199,-0.0290,1.3192,1.3197,11011
2026-06-12 12:15:01.382 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111905994152457,1,1.3205,1.3196,-0.0117,1.3199,1.3209,
2026-06-12 12:15:01.409 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906027478082,1,1.3196,0.3277,0.1175,1.3204,1.3206,
2026-06-12 12:15:01.457 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906060803499,1,1.3199,0.1492,0.1192,1.3205,1.3212,10011
2026-06-12 12:15:01.479 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906094129124,1,1.3201,0.1555,0.0872,1.3209,1.3213,
2026-06-12 12:15:01.514 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906127454541,1,1.3180,-0.0651,1.3179,1.3086,1.3208,
2026-06-12 12:15:01.546 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906160779957,1,0.3656,0.0755,1.3193,0.0837,1.3198,
2026-06-12 12:15:01.583 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906194105582,1,0.3720,0.0696,1.3194,-0.0018,1.3197,00101
2026-06-12 12:15:01.622 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906227430999,1,0.3883,0.0857,1.3206,-0.0483,1.3204,
2026-06-12 12:15:01.658 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906260756624,1,0.1594,1.3196,1.3078,1.2833,1.3200,
2026-06-12 12:15:01.678 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906294082041,1,0.1243,1.3195,-0.0089,1.3199,1.3203,
2026-06-12 12:15:01.721 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906327407457,1,0.0977,1.3214,0.0177,1.3213,1.3222,01011
2026-06-12 12:15:01.749 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906360733082,1,0.1036,1.3224,-0.0409,1.3229,1.3220,
2026-06-12 12:15:01.780 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906394058499,1,1.3191,0.8446,1.3071,1.2393,1.3197,
2026-06-12 12:15:01.819 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906427384124,1,1.3224,-0.0997,1.3222,1.2387,1.3217,
2026-06-12 12:15:01.852 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906460709541,1,1.3214,-0.1447,1.3218,1.2365,1.3210,10111
2026-06-12 12:15:01.876 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906494034957,1,1.3196,0.3735,1.3054,1.2595,1.3208,
2026-06-12 12:15:01.924 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906527360582,1,0.4177,1.3185,1.3181,0.2087,1.3186,
2026-06-12 12:15:01.945 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906560685999,1,0.1627,1.3184,1.3192,-0.0284,1.3194,01101
2026-06-12 12:15:01.987 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906594011624,1,0.0928,1.3210,1.3216,-0.0048,1.3209,
2026-06-12 12:15:02.012 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906627337041,1,0.6635,1.3196,1.3192,0.1347,1.3202,
2026-06-12 12:15:02.048 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906660662457,1,1.3210,1.3191,0.2933,1.3193,0.4726,
2026-06-12 12:15:02.095 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906693988082,1,1.3204,1.3203,-0.0574,1.3198,0.2427,11010
2026-06-12 12:15:02.143 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906727313499,1,1.3219,1.3202,0.0002,1.3203,0.2271,
2026-06-12 12:15:02.160 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906760639124,1,1.3203,1.2899,1.3175,1.3172,0.2527,
2026-06-12 12:15:02.181 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906793964541,1,1.3197,-0.1021,1.3199,0.1400,0.4159,
2026-06-12 12:15:02.218 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906827289957,1,1.3209,-0.0693,1.3195,0.1883,0.4289,10100
2026-06-12 12:15:02.247 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906860615582,1,1.3202,0.2047,1.3191,0.2066,0.4157,
2026-06-12 12:15:02.286 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906893940999,1,0.3269,1.3199,0.5257,0.3469,0.4439,
2026-06-12 12:15:02.312 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906927266624,1,0.1429,1.3175,0.3232,0.3546,0.4005,
2026-06-12 12:15:02.345 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906960592041,1,0.1599,1.3185,0.2532,0.3388,0.3904,01000
2026-06-12 12:15:02.385 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111906993917457,1,0.3864,1.3201,0.1533,0.3939,0.4251,
2026-06-12 12:15:02.416 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907027243082,1,1.3207,0.3134,0.1866,1.3197,0.1724,
2026-06-12 12:15:02.447 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907060568499,1,1.3221,0.0672,0.1691,1.3204,0.1399,10010
2026-06-12 12:15:02.488 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907093894124,1,1.3202,0.0896,0.2135,1.3191,0.1527,
2026-06-12 12:15:02.519 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907127219541,1,1.3182,1.3175,0.0334,1.3179,0.1362,
2026-06-12 12:15:02.544 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907160544957,1,0.2986,1.3179,-0.0493,1.3188,0.1335,
2026-06-12 12:15:02.581 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907193870582,1,0.2479,1.3180,-0.0463,1.3186,0.1521,01010
2026-06-12 12:15:02.620 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907227195999,1,0.2267,1.3208,-0.0689,1.3211,0.1643,
2026-06-12 12:15:02.648 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907260521624,1,1.3235,1.1940,1.3198,1.2286,1.3185,
2026-06-12 12:15:02.680 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907293847041,1,1.3227,-0.1003,1.3196,-0.0525,1.3182,
2026-06-12 12:15:02.710 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907327172457,1,1.3224,-0.0944,1.3196,-0.0575,1.3185,10101
2026-06-12 12:15:02.757 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907360498082,1,1.3221,0.0269,1.3197,-0.0467,1.3183,
2026-06-12 12:15:02.785 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907393823499,1,0.3264,1.3188,0.5355,0.0980,1.3198,
2026-06-12 12:15:02.813 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907427149124,1,0.1478,1.3188,0.2428,0.1043,1.3203,
2026-06-12 12:15:02.846 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907460474541,1,0.1161,1.3193,0.2411,0.1215,1.3217,01001
2026-06-12 12:15:02.898 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907493799957,1,1.3187,1.3173,1.3177,1.3118,1.3190,
2026-06-12 12:15:02.938 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907527125582,1,1.3188,-0.0657,1.3185,1.3199,0.2545,
2026-06-12 12:15:02.945 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907560450999,1,1.3202,-0.0968,1.3196,1.3205,0.2337,10110
2026-06-12 12:15:02.981 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907593776624,1,1.3199,-0.1308,1.3193,1.3199,0.2326,
2026-06-12 12:15:03.021 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907627102041,1,1.3172,-0.0662,1.3176,1.3174,0.2713,
2026-06-12 12:15:03.052 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907660427457,1,0.3940,0.3420,0.5254,0.4369,0.3946,
2026-06-12 12:15:03.083 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907693753082,1,0.3770,0.2918,0.4108,0.3763,0.4361,
2026-06-12 12:15:03.108 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907727078499,1,0.3775,0.3040,0.3883,0.3917,0.4560,00000
2026-06-12 12:15:03.156 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907760404124,1,0.3555,0.3018,0.4048,0.1808,1.3207,
2026-06-12 12:15:03.186 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907793729541,1,0.4343,0.3530,0.4634,0.2482,1.3194,00001
2026-06-12 12:15:03.214 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907827054957,1,0.4265,0.3595,0.5049,0.1850,1.3193,
2026-06-12 12:15:03.245 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907860380582,1,0.4270,0.3204,0.4581,0.1267,1.3199,
2026-06-12 12:15:03.285 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907893705999,1,0.4108,0.3996,0.1634,1.3191,1.3195,
2026-06-12 12:15:03.316 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907927031624,1,0.4082,0.3894,0.1940,1.3186,1.3195,00011
2026-06-12 12:15:03.352 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907960357041,1,0.4066,0.3881,0.1927,1.3187,1.3195,
2026-06-12 12:15:03.381 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111907993682457,1,0.4066,0.1150,1.3200,1.2991,1.3203,
2026-06-12 12:15:03.416 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908027008082,1,0.3234,0.2149,1.3184,1.2646,1.3190,00111
2026-06-12 12:15:03.451 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908060333499,1,0.3409,0.0936,1.3191,1.2562,1.3195,
2026-06-12 12:15:03.493 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908093659124,1,0.3773,0.0816,1.3191,1.2552,1.3196,
2026-06-12 12:15:03.520 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908126984541,1,0.1942,1.3218,1.2895,1.2611,1.3202,
2026-06-12 12:15:03.545 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908160309957,1,0.1210,1.3200,1.2542,1.2562,1.3203,01111
2026-06-12 12:15:03.579 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908193635582,1,0.1058,1.3216,1.2472,1.2492,1.3208,
2026-06-12 12:15:03.620 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908226960999,1,0.1284,1.3219,1.2339,1.2468,1.3208,
2026-06-12 12:15:03.653 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908260286624,1,1.3231,1.2468,1.2525,1.2613,1.3205,
2026-06-12 12:15:03.683 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908293612041,1,1.3225,1.2557,1.2567,1.2636,1.3204,11111
2026-06-12 12:15:03.717 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908326937457,1,1.3233,1.2453,1.2490,1.2557,1.3205,
2026-06-12 12:15:03.760 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908360263082,1,1.3229,1.2393,1.2423,1.2375,1.3209,
2026-06-12 12:15:03.783 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908393588499,1,1.3232,1.2402,1.2416,1.3186,0.6584,
2026-06-12 12:15:03.817 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908426914124,1,1.3224,1.2549,1.2486,1.3191,0.2569,
2026-06-12 12:15:03.843 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908460239541,1,1.3200,1.2651,1.2526,1.3194,0.2242,11110
2026-06-12 12:15:03.887 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908493564957,1,1.3202,1.2634,1.2590,1.3175,0.3197,
2026-06-12 12:15:03.915 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908526890582,1,1.3211,1.2553,1.3186,0.2839,0.4340,
2026-06-12 12:15:03.953 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908560215999,1,1.3210,1.2415,1.3224,0.1421,0.4384,11100
2026-06-12 12:15:03.982 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908593541624,1,1.3198,1.2700,1.3218,0.1191,0.4028,
2026-06-12 12:15:04.015 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908626867041,1,1.3194,1.2805,1.3193,0.1531,0.3742,
2026-06-12 12:15:04.050 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908660192457,1,1.3195,1.3182,0.2271,0.3662,0.4158,
2026-06-12 12:15:04.079 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908693518082,1,1.3209,1.3190,0.1610,0.3676,0.3861,11000
2026-06-12 12:15:04.119 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908726843499,1,1.3223,1.3202,0.1635,0.3846,0.4164,
2026-06-12 12:15:04.143 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908760169124,1,1.3219,0.4445,0.3377,0.3685,0.4461,
2026-06-12 12:15:04.189 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908793494541,1,1.3229,0.0718,0.3974,0.3906,0.4237,10000
2026-06-12 12:15:04.216 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908826819957,1,1.3212,0.0766,0.3925,0.3629,0.4296,
2026-06-12 12:15:04.245 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908860145582,1,1.3200,0.0834,0.4128,0.3371,0.3795,
2026-06-12 12:15:04.281 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908893470999,1,1.3414,0.1900,0.3317,1.3178,0.1707,
2026-06-12 12:15:04.319 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908926796624,1,0.3367,0.3273,0.2623,1.3178,0.1657,
2026-06-12 12:15:04.353 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908960122041,1,0.3981,0.3306,0.1580,1.3206,0.2646,00010
2026-06-12 12:15:04.379 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111908993447457,1,0.3541,0.3109,0.2043,1.3211,0.2728,
2026-06-12 12:15:04.414 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909026773082,1,0.3665,0.1057,1.3219,1.3217,0.2451,
2026-06-12 12:15:04.448 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909060098499,1,0.3837,0.0997,1.3215,1.3220,0.2111,00110
2026-06-12 12:15:04.482 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909093424124,1,0.3795,0.1093,1.3216,1.3217,0.2454,
2026-06-12 12:15:04.517 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909126749541,1,0.1975,1.3336,1.2886,1.3202,0.2219,
2026-06-12 12:15:04.551 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909160074957,1,0.1302,1.3233,1.2577,1.3201,0.2603,01110
2026-06-12 12:15:04.581 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909193400582,1,0.1060,1.3214,1.2539,1.3194,0.2637,
